customer_id,segment,forecast_fhs_day14,forecast_fhs_day30,fhs_trend,overdraft_days,min_forecast_balance,n_anomalies
NW000835,freelancer,47.7,46.2,-8.3,0,1275.27,0
NW000836,gig_worker,56.7,45.0,-13.3,0,1018.46,0
NW000837,sme_distressed,28.5,28.9,-3.3,1,623.76,0
NW000838,gig_worker,35.6,49.6,3.3,0,1233.6,0
NW000839,young_professional,56.8,52.4,-1.5,0,2286.68,0
NW000840,young_professional,46.4,31.6,-10.8,0,4209.34,0
NW000841,stable_salaried,57.2,73.3,8.1,0,6653.05,0
NW000842,young_professional,39.0,34.7,-11.2,0,3599.67,0
NW000843,stable_salaried,71.0,67.1,-9.5,0,8411.92,0
NW000844,sme_distressed,4.3,14.3,2.1,0,2001.84,1
NW000845,stable_salaried,71.6,67.1,-7.7,0,9642.44,0
NW000846,gig_worker,30.3,39.6,1.6,0,2205.47,0
NW000847,stable_salaried,82.2,83.9,-0.2,0,7449.84,0
NW000848,sme_distressed,44.7,29.2,-14.9,30,-503.7,0
NW000849,freelancer,39.2,29.3,-12.3,0,4019.41,0
NW000850,young_professional,58.6,62.8,-1.6,0,912.88,0
NW000851,stable_salaried,66.9,53.6,-14.9,0,8609.87,0
NW000852,near_retiree,60.0,66.1,-0.1,0,14879.96,0
NW000853,stretched_salaried,26.4,33.4,-1.8,17,254.86,0
NW000854,sme_seasonal,44.6,39.9,-7.0,0,8765.19,0
NW000855,stretched_salaried,26.7,36.0,3.7,30,-492.31,0
NW000856,stable_salaried,81.0,69.2,-11.9,0,7051.13,2
NW000857,stable_salaried,73.8,72.2,-7.4,0,10702.36,0
NW000858,freelancer,42.9,36.4,-7.6,0,3102.75,0
NW000859,freelancer,69.9,59.1,-11.3,16,210.52,0
NW000860,stable_salaried,51.7,49.3,-5.2,0,8016.29,0
NW000861,near_retiree,57.0,44.0,-12.7,0,5316.48,0
NW000862,gig_worker,8.8,12.1,2.1,0,1077.46,0
NW000863,freelancer,16.2,8.1,-13.3,0,4428.63,0
NW000864,gig_worker,4.5,11.1,-1.0,30,-0.42,0
NW000865,gig_worker,37.3,39.7,-4.4,0,2827.6,0
NW000866,freelancer,43.2,37.9,-7.1,0,4530.74,0
NW000867,stable_salaried,68.5,52.9,-20.5,0,11770.13,0
NW000868,stable_salaried,69.9,62.7,-7.1,0,11012.85,0
NW000869,sme_seasonal,41.5,34.7,-3.5,0,3805.52,0
NW000870,sme_distressed,3.6,14.8,2.4,0,1670.86,0
NW000871,gig_worker,19.9,36.4,7.0,29,-68.97,0
NW000872,stretched_salaried,4.7,11.4,-4.6,8,546.15,0
NW000873,young_professional,54.0,51.7,-9.0,0,4000.25,0
NW000874,gig_worker,26.5,14.8,-12.0,0,805.29,0
NW000875,stable_salaried,77.8,77.8,-1.8,0,8750.62,0
NW000876,stable_salaried,62.5,56.6,-11.2,0,9130.93,0
NW000877,near_retiree,66.9,57.5,-12.4,0,13754.09,1
NW000878,young_professional,40.4,32.8,-13.5,0,3497.64,0
NW000879,stable_salaried,79.4,80.6,-0.2,0,8469.08,0
NW000880,stretched_salaried,37.4,31.0,-2.9,30,-449.59,0
NW000881,stretched_salaried,44.1,30.9,-16.8,0,2535.99,0
NW000882,young_professional,58.5,61.7,-2.3,0,2171.34,0
NW000883,stable_salaried,82.8,81.3,0.1,0,8567.66,0
NW000884,stable_salaried,55.4,51.3,-9.8,0,7733.77,1
NW000885,sme_seasonal,41.7,24.5,-17.3,0,3746.62,0
NW000886,stable_salaried,74.9,66.6,-8.6,0,7199.04,0
NW000887,young_professional,32.9,27.9,-11.7,0,3327.44,0
NW000888,stretched_salaried,38.8,47.9,-1.7,0,675.77,0
NW000889,stable_salaried,62.2,66.3,3.5,0,10802.79,0
NW000890,stretched_salaried,41.4,37.0,-6.0,8,493.49,0
NW000891,near_retiree,73.2,72.0,-7.3,0,15733.63,1
NW000892,sme_seasonal,51.1,58.2,4.7,0,2847.86,0
NW000893,sme_seasonal,70.6,70.6,-0.3,0,1049.65,0
NW000894,gig_worker,61.3,57.8,-4.8,0,1350.88,1
NW000895,young_professional,50.5,48.9,-2.9,0,2429.5,0
NW000896,stretched_salaried,31.4,36.7,-2.5,1,689.51,0
NW000897,stretched_salaried,30.6,28.8,-9.9,0,2128.81,0
NW000898,sme_seasonal,49.6,44.0,-9.1,0,3856.38,0
NW000899,stable_salaried,80.5,62.3,-12.0,0,8650.01,0
NW000900,stable_salaried,64.2,57.4,-9.1,0,8757.26,0
NW000901,stretched_salaried,27.6,22.3,-11.7,0,2120.17,1
NW000902,stable_salaried,71.4,72.4,0.9,0,6972.45,0
NW000903,stable_salaried,70.5,68.1,-10.6,0,9699.24,0
NW000904,young_professional,36.1,33.7,-7.8,0,3457.98,0
NW000905,gig_worker,34.7,39.3,-2.6,0,2716.35,0
NW000906,sme_seasonal,21.6,22.7,-8.5,0,6391.67,0
NW000907,sme_seasonal,25.7,32.1,2.4,0,6564.4,0
NW000908,stretched_salaried,42.7,33.0,-10.3,30,-87.51,0
NW000909,stretched_salaried,22.4,16.3,-1.6,30,77.39,0
NW000910,gig_worker,43.8,35.3,-12.7,0,3447.24,0
NW000911,young_professional,30.8,20.1,-16.8,0,5160.6,0
NW000912,stretched_salaried,23.3,26.0,-2.4,0,2184.39,1
NW000913,young_professional,46.8,37.1,-9.7,0,2468.06,0
NW000914,gig_worker,21.1,11.4,-8.7,0,1523.97,3
NW000915,freelancer,58.8,47.6,-15.4,0,1627.3,0
NW000916,gig_worker,54.5,60.2,1.6,0,3904.76,0
NW000917,stretched_salaried,34.7,38.9,-2.4,0,2177.53,1
NW000918,sme_distressed,38.7,38.4,-4.3,0,1541.26,0
NW000919,near_retiree,59.2,57.9,-3.2,0,8017.18,0
NW000920,stable_salaried,57.7,58.2,-3.7,0,9238.08,0
NW000921,sme_seasonal,45.9,36.1,-8.4,0,3899.72,0
NW000922,freelancer,34.1,38.7,-5.5,0,3125.88,0
NW000923,sme_seasonal,42.9,47.6,-4.3,0,5073.25,0
NW000924,sme_seasonal,25.0,19.7,-9.5,0,3132.91,0
NW000925,gig_worker,25.4,16.7,-13.6,0,1974.61,2
NW000926,stable_salaried,69.4,57.5,-14.8,0,7488.4,0
NW000927,stretched_salaried,57.8,43.8,-11.1,0,2195.63,0
NW000928,freelancer,35.9,30.3,-10.7,0,2326.61,0
NW000929,young_professional,48.3,39.3,-7.5,0,2943.81,0
NW000930,stretched_salaried,52.5,47.0,-9.7,0,2224.71,0
NW000931,stable_salaried,82.5,70.4,-8.7,0,6629.04,0
NW000932,sme_seasonal,52.2,45.3,-5.7,0,3297.98,0
NW000933,sme_distressed,12.9,9.7,-10.0,0,1602.16,0
NW000934,freelancer,44.3,39.8,-9.4,0,2953.53,0
NW000935,stable_salaried,69.9,77.7,-4.5,0,6943.55,0
NW000936,stretched_salaried,35.2,31.0,-7.0,0,3644.63,0
NW000937,stable_salaried,57.2,64.1,-0.0,0,11775.51,0
NW000938,sme_distressed,7.5,16.5,1.8,0,961.61,1
NW000939,stable_salaried,68.7,77.6,3.2,0,8790.19,0
NW000940,young_professional,54.0,49.1,-5.2,0,2671.89,0
NW000941,stretched_salaried,23.2,22.4,-3.5,18,355.46,0
NW000942,freelancer,48.2,46.2,-10.5,0,6444.99,0
NW000943,young_professional,67.5,54.9,-10.8,0,3095.83,0
NW000944,sme_seasonal,56.5,63.6,3.5,0,3110.64,0
NW000945,stretched_salaried,42.8,41.8,-1.4,0,1714.17,0
NW000946,stable_salaried,65.0,82.7,9.6,0,7002.81,0
NW000947,stable_salaried,70.6,64.8,-6.7,0,7935.9,0
NW000948,sme_distressed,22.0,20.4,-6.0,30,144.43,0
NW000949,sme_seasonal,47.0,56.4,5.8,0,7468.86,0
NW000950,young_professional,45.4,47.1,-1.8,0,1408.24,0
NW000951,young_professional,65.1,61.9,-1.7,0,3371.22,0
NW000952,young_professional,65.8,58.6,-3.7,0,3376.92,0
NW000953,stable_salaried,54.5,45.7,-10.4,0,9457.73,0
NW000954,sme_distressed,9.7,17.9,6.1,22,262.6,0
NW000955,gig_worker,17.9,26.7,1.2,0,2249.76,0
NW000956,gig_worker,28.9,29.6,0.4,30,-485.77,0
NW000957,freelancer,69.0,69.9,-0.3,0,3557.59,0
NW000958,stable_salaried,72.2,78.5,7.9,0,9238.97,0
NW000959,stable_salaried,68.5,72.5,-1.3,0,7690.58,0
NW000960,near_retiree,79.4,79.9,-1.3,0,11715.21,0
NW000961,stable_salaried,76.4,72.6,-1.8,0,8871.44,0
NW000962,young_professional,57.3,48.3,-9.7,0,2250.07,0
NW000963,stretched_salaried,43.7,47.5,2.9,0,2038.72,0
NW000964,gig_worker,25.9,31.7,2.5,0,3016.35,0
NW000965,stretched_salaried,29.9,33.2,-5.3,30,-416.69,0
NW000966,gig_worker,57.4,48.8,-19.2,0,2248.74,1
NW000967,near_retiree,57.9,61.3,-3.2,0,22311.63,0
NW000968,stretched_salaried,25.2,31.4,0.5,0,1031.99,0
NW000969,freelancer,54.5,61.6,2.0,0,1712.52,0
NW000970,freelancer,31.2,33.6,-7.2,0,2156.87,0
NW000971,young_professional,62.0,48.6,-14.2,0,3404.97,1
NW000972,sme_distressed,28.6,24.9,-6.4,0,2421.9,1
NW000973,near_retiree,56.5,70.7,4.0,0,15559.58,0
NW000974,stretched_salaried,38.9,47.1,3.5,0,1246.61,0
NW000975,stable_salaried,60.8,66.6,-0.3,0,5667.14,0
NW000976,stretched_salaried,6.4,8.3,-3.8,0,2169.58,0
NW000977,young_professional,34.9,36.9,-3.9,0,3683.43,0
NW000978,stable_salaried,84.5,74.4,-7.4,0,9182.38,0
NW000979,freelancer,32.8,31.3,-0.2,0,1922.79,0
NW000980,young_professional,60.5,65.1,-0.8,0,2890.1,0
NW000981,stretched_salaried,27.3,24.5,-8.9,0,1231.51,0
NW000982,near_retiree,63.4,71.7,4.8,0,17560.79,1
NW000983,stable_salaried,75.1,57.4,-11.6,0,9557.82,0
NW000984,stable_salaried,86.6,76.5,-6.9,0,9692.98,0
NW000985,near_retiree,61.5,53.7,-11.8,0,11206.28,0
NW000986,freelancer,40.8,45.4,-0.9,0,3300.84,0
NW000987,young_professional,40.0,41.8,-0.3,0,3294.79,0
NW000988,gig_worker,73.7,60.5,-12.5,0,2763.73,0
NW000989,stretched_salaried,44.3,42.0,-3.3,0,3421.8,0
NW000990,sme_seasonal,50.0,50.2,-4.1,0,5442.33,1
NW000991,sme_seasonal,53.1,48.3,-8.1,0,3552.02,0
NW000992,young_professional,45.0,29.9,-17.8,0,904.61,0
NW000993,stretched_salaried,33.3,31.1,-7.3,0,1146.96,0
NW000994,young_professional,80.1,57.5,-14.5,0,1536.44,0
NW000995,gig_worker,59.0,54.6,-5.9,0,3354.42,0
NW000996,stable_salaried,62.3,74.5,2.0,0,8880.81,0
NW000997,sme_distressed,26.2,30.1,-0.4,0,1333.97,0
NW000998,stable_salaried,79.8,81.7,0.9,0,9869.67,0
NW000999,sme_distressed,31.6,25.9,-11.2,0,1321.3,0
NW001000,gig_worker,39.0,31.7,-8.9,0,1571.11,0
